"word","sentence","vampires"
"in",4103,1
"the",4103,1
"throat",4103,1
"the",4104,1
"wounds",4104,1
"seem",4104,1
"such",4104,1
"as",4104,1
"might",4104,1
"be",4104,1
"made",4104,1
"by",4104,1
"a",4104,1
"rat",4104,1
"or",4104,1
"a",4104,1
"small",4104,1
"dog",4104,1
"and",4104,1
"although",4104,1
"of",4104,1
"not",4104,1
"much",4104,1
"importance",4104,1
"individually",4104,1
"would",4104,1
"tend",4104,1
"to",4104,1
"show",4104,1
"that",4104,1
"whatever",4104,1
"animal",4104,1
"inflicts",4104,1
"them",4104,1
"has",4104,1
"a",4104,1
"system",4104,1
"or",4104,1
"method",4104,1
"of",4104,1
"its",4104,1
"own",4104,1
"the",4105,1
"police",4105,1
"of",4105,1
"the",4105,1
"division",4105,1
"have",4105,1
"been",4105,1
"instructed",4105,1
"to",4105,1
"keep",4105,1
"a",4105,1
"sharp",4105,1
"look-out",4105,1
"for",4105,1
"straying",4105,1
"children",4105,1
"especially",4105,1
"when",4105,1
"very",4105,1
"young",4105,1
"in",4105,1
"and",4105,1
"around",4105,1
"hampstead",4105,1
"heath",4105,1
"and",4105,1
"for",4105,1
"any",4105,1
"stray",4105,1
"dog",4105,1
"which",4105,1
"may",4105,1
"be",4105,1
"about",4105,1
"the",4106,1
"westminster",4106,1
"gazette",4106,1
"25",4106,1
"september",4106,1
"extra",4107,1
"special",4107,1
"the",4108,1
"hampstead",4108,1
"horror",4108,1
"another",4109,1
"child",4109,1
"injured",4109,1
"the",4110,1
"bloofer",4110,1
"lady",4110,1
"we",4111,1
"have",4111,1
"just",4111,1
"received",4111,1
"intelligence",4111,1
"that",4111,1
"another",4111,1
"child",4111,1
"missed",4111,1
"last",4111,1
"night",4111,1
"was",4111,1
"only",4111,1
"discovered",4111,1
"late",4111,1
"in",4111,1
"the",4111,1
"morning",4111,1
"under",4111,1
"a",4111,1
"furze",4111,1
"bush",4111,1
"at",4111,1
"the",4111,1
"shooter's",4111,1
"hill",4111,1
"side",4111,1
"of",4111,1
"hampstead",4111,1
"heath",4111,1
"which",4111,1
"is",4111,1
"perhaps",4111,1
"less",4111,1
"frequented",4111,1
"than",4111,1
"the",4111,1
"other",4111,1
"parts",4111,1
"it",4112,1
"has",4112,1
"the",4112,1
"same",4112,1
"tiny",4112,1
"wound",4112,1
"in",4112,1
"the",4112,1
"throat",4112,1
"as",4112,1
"has",4112,1
"been",4112,1
"noticed",4112,1
"in",4112,1
"other",4112,1
"cases",4112,1
"it",4113,1
"was",4113,1
"terribly",4113,1
"weak",4113,1
"and",4113,1
"looked",4113,1
"quite",4113,1
"emaciated",4113,1
"it",4114,1
"too",4114,1
"when",4114,1
"partially",4114,1
"restored",4114,1
"had",4114,1
"the",4114,1
"common",4114,1
"story",4114,1
"to",4114,1
"tell",4114,1
"of",4114,1
"being",4114,1
"lured",4114,1
"away",4114,1
"by",4114,1
"the",4114,1
"bloofer",4114,1
"lady",4114,1
"chapter",4115,1
"xiv",4115,1
"mina",4115,1
"harker's",4115,1
"journal",4115,1
"23",4115,1
"september",4115,1
"jonathan",4115,1
"is",4115,1
"better",4115,1
"after",4115,1
"a",4115,1
"bad",4115,1
"night",4115,1
"i",4116,1
"am",4116,1
"so",4116,1
"glad",4116,1
"that",4116,1
"he",4116,1
"has",4116,1
"plenty",4116,1
"of",4116,1
"work",4116,1
"to",4116,1
"do",4116,1
"for",4116,1
"that",4116,1
"keeps",4116,1
"his",4116,1
"mind",4116,1
"off",4116,1
"the",4116,1
"terrible",4116,1
"things",4116,1
"and",4116,1
"oh",4116,1
"i",4116,1
"am",4116,1
"rejoiced",4116,1
"that",4116,1
"he",4116,1
"is",4116,1
"not",4116,1
"now",4116,1
"weighed",4116,1
"down",4116,1
"with",4116,1
"the",4116,1
"responsibility",4116,1
"of",4116,1
"his",4116,1
"new",4116,1
"position",4116,1
"i",4117,1
"knew",4117,1
"he",4117,1
"would",4117,1
"be",4117,1
"true",4117,1
"to",4117,1
"himself",4117,1
"and",4117,1
"now",4117,1
"how",4117,1
"proud",4117,1
"i",4117,1
"am",4117,1
"to",4117,1
"see",4117,1
"my",4117,1
"jonathan",4117,1
"rising",4117,1
"to",4117,1
"the",4117,1
"height",4117,1
"of",4117,1
"his",4117,1
"advancement",4117,1
"and",4117,1
"keeping",4117,1
"pace",4117,1
"in",4117,1
"all",4117,1
"ways",4117,1
"with",4117,1
"the",4117,1
"duties",4117,1
"that",4117,1
"come",4117,1
"upon",4117,1
"him",4117,1
"he",4118,1
"will",4118,1
"be",4118,1
"away",4118,1
"all",4118,1
"day",4118,1
"till",4118,1
"late",4118,1
"for",4118,1
"he",4118,1
"said",4118,1
"he",4118,1
"could",4118,1
"not",4118,1
"lunch",4118,1
"at",4118,1
"home",4118,1
"my",4119,1
"household",4119,1
"work",4119,1
"is",4119,1
"done",4119,1
"so",4119,1
"i",4119,1
"shall",4119,1
"take",4119,1
"his",4119,1
"foreign",4119,1
"journal",4119,1
"and",4119,1
"lock",4119,1
"myself",4119,1
"up",4119,1
"in",4119,1
"my",4119,1
"room",4119,1
"and",4119,1
"read",4119,1
"it",4119,1
"24",4120,1
"september",4120,1
"i",4120,1
"hadn't",4120,1
"the",4120,1
"heart",4120,1
"to",4120,1
"write",4120,1
"last",4120,1
"night",4120,1
"that",4120,1
"terrible",4120,1
"record",4120,1
"of",4120,1
"jonathan's",4120,1
"upset",4120,1
"me",4120,1
"so",4120,1
"poor",4121,1
"dear",4121,1
"how",4122,1
"he",4122,1
"must",4122,1
"have",4122,1
"suffered",4122,1
"whether",4122,1
"it",4122,1
"be",4122,1
"true",4122,1
"or",4122,1
"only",4122,1
"imagination",4122,1
"i",4123,1
"wonder",4123,1
"if",4123,1
"there",4123,1
"is",4123,1
"any",4123,1
"truth",4123,1
"in",4123,1
"it",4123,1
"at",4123,1
"all",4123,1
"did",4124,1
"he",4124,1
"get",4124,1
"his",4124,1
"brain",4124,1
"fever",4124,1
"and",4124,1
"then",4124,1
"write",4124,1
"all",4124,1
"those",4124,1
"terrible",4124,1
"things",4124,1
"or",4124,1
"had",4124,1
"he",4124,1
"some",4124,1
"cause",4124,1
"for",4124,1
"it",4124,1
"all",4124,1
"i",4125,1
"suppose",4125,1
"i",4125,1
"shall",4125,1
"never",4125,1
"know",4125,1
"for",4125,1
"i",4125,1
"dare",4125,1
"not",4125,1
"open",4125,1
"the",4125,1
"subject",4125,1
"to",4125,1
"him",4125,1
"and",4126,1
"yet",4126,1
"that",4126,1
"man",4126,1
"we",4126,1
"saw",4126,1
"yesterday",4126,1
"he",4127,1
"seemed",4127,1
"quite",4127,1
"certain",4127,1
"of",4127,1
"him",4127,1
"poor",4128,1
"fellow",4128,1
"i",4129,1
"suppose",4129,1
"it",4129,1
"was",4129,1
"the",4129,1
"funeral",4129,1
"upset",4129,1
"him",4129,1
"and",4129,1
"sent",4129,1
"his",4129,1
"mind",4129,1
"back",4129,1
"on",4129,1
"some",4129,1
"train",4129,1
"of",4129,1
"thought",4129,1
"he",4130,1
"believes",4130,1
"it",4130,1
"all",4130,1
"himself",4130,1
"i",4131,1
"remember",4131,1
"how",4131,1
"on",4131,1
"our",4131,1
"wedding-day",4131,1
"he",4131,1
"said",4131,1
"unless",4131,1
"some",4131,1
"solemn",4131,1
"duty",4131,1
"come",4131,1
"upon",4131,1
"me",4131,1
"to",4131,1
"go",4131,1
"back",4131,1
"to",4131,1
"the",4131,1
"bitter",4131,1
"hours",4131,1
"asleep",4131,1
"or",4131,1
"awake",4131,1
"mad",4131,1
"or",4131,1
"sane",4131,1
"there",4132,1
"seems",4132,1
"to",4132,1
"be",4132,1
"through",4132,1
"it",4132,1
"all",4132,1
"some",4132,1
"thread",4132,1
"of",4132,1
"continuity",4132,1
"that",4133,1
"fearful",4133,1
"count",4133,1
"was",4133,1
"coming",4133,1
"to",4133,1
"london",4133,1
"if",4134,1
"it",4134,1
"should",4134,1
"be",4134,1
"and",4134,1
"he",4134,1
"came",4134,1
"to",4134,1
"london",4134,1
"with",4134,1
"his",4134,1
"teeming",4134,1
"millions",4134,1
"there",4135,1
"may",4135,1
"be",4135,1
"a",4135,1
"solemn",4135,1
"duty",4135,1
"and",4135,1
"if",4135,1
"it",4135,1
"come",4135,1
"we",4135,1
"must",4135,1
"not",4135,1
"shrink",4135,1
"from",4135,1
"it",4135,1
"i",4136,1
"shall",4136,1
"be",4136,1
"prepared",4136,1
"i",4137,1
"shall",4137,1
"get",4137,1
"my",4137,1
"typewriter",4137,1
"this",4137,1
"very",4137,1
"hour",4137,1
"and",4137,1
"begin",4137,1
"transcribing",4137,1
"then",4138,1
"we",4138,1
"shall",4138,1
"be",4138,1
"ready",4138,1
"for",4138,1
"other",4138,1
"eyes",4138,1
"if",4138,1
"required",4138,1
"and",4139,1
"if",4139,1
"it",4139,1
"be",4139,1
"wanted",4139,1
"then",4139,1
"perhaps",4139,1
"if",4139,1
"i",4139,1
"am",4139,1
"ready",4139,1
"poor",4139,1
"jonathan",4139,1
"may",4139,1
"not",4139,1
"be",4139,1
"upset",4139,1
"for",4139,1
"i",4139,1
"can",4139,1
"speak",4139,1
"for",4139,1
"him",4139,1
"and",4139,1
"never",4139,1
"let",4139,1
"him",4139,1
"be",4139,1
"troubled",4139,1
"or",4139,1
"worried",4139,1
"with",4139,1
"it",4139,1
"at",4139,1
"all",4139,1
"if",4140,1
"ever",4140,1
"jonathan",4140,1
"quite",4140,1
"gets",4140,1
"over",4140,1
"the",4140,1
"nervousness",4140,1
"he",4140,1
"may",4140,1
"want",4140,1
"to",4140,1
"tell",4140,1
"me",4140,1
"of",4140,1
"it",4140,1
"all",4140,1
"and",4140,1
"i",4140,1
"can",4140,1
"ask",4140,1
"him",4140,1
"questions",4140,1
"and",4140,1
"find",4140,1
"out",4140,1
"things",4140,1
"and",4140,1
"see",4140,1
"how",4140,1
"i",4140,1
"may",4140,1
"comfort",4140,1
"him",4140,1
"letter",4141,1
"van",4141,1
"helsing",4141,1
"to",4141,1
"mrs",4141,1
"harker",4141,1
"24",4142,1
"september",4142,1
"confidence",4143,1
"dear",4143,1
"madam",4143,1
"i",4143,1
"pray",4143,1
"you",4143,1
"to",4143,1
"pardon",4143,1
"my",4143,1
"writing",4143,1
"in",4143,1
"that",4143,1
"i",4143,1
"am",4143,1
"so",4143,1
"far",4143,1
"friend",4143,1
"as",4143,1
"that",4143,1
"i",4143,1
"sent",4143,1
"to",4143,1
"you",4143,1
"sad",4143,1
"news",4143,1
"of",4143,1
"miss",4143,1
"lucy",4143,1
"westenra's",4143,1
"death",4143,1
"by",4144,1
"the",4144,1
"kindness",4144,1
"of",4144,1
"lord",4144,1
"godalming",4144,1
"i",4144,1
"am",4144,1
"empowered",4144,1
"to",4144,1
"read",4144,1
"her",4144,1
"letters",4144,1
"and",4144,1
"papers",4144,1
"for",4144,1
"i",4144,1
"am",4144,1
"deeply",4144,1
"concerned",4144,1
"about",4144,1
"certain",4144,1
"matters",4144,1
"vitally",4144,1
"important",4144,1
"in",4145,1
"them",4145,1
"i",4145,1
"find",4145,1
"some",4145,1
"letters",4145,1
"from",4145,1
"you",4145,1
"which",4145,1
"show",4145,1
"how",4145,1
"great",4145,1
"friends",4145,1
"you",4145,1
"were",4145,1
"and",4145,1
"how",4145,1
"you",4145,1
"love",4145,1
"her",4145,1
"oh",4146,1
"madam",4146,1
"mina",4146,1
"by",4146,1
"that",4146,1
"love",4146,1
"i",4146,1
"implore",4146,1
"you",4146,1
"help",4146,1
"me",4146,1
"it",4147,1
"is",4147,1
"for",4147,1
"others'",4147,1
"good",4147,1
"that",4147,1
"i",4147,1
"ask",4147,1
"to",4147,1
"redress",4147,1
"great",4147,1
"wrong",4147,1
"and",4147,1
"to",4147,1
"lift",4147,1
"much",4147,1
"and",4147,1
"terrible",4147,1
"troubles",4147,1
"that",4147,1
"may",4147,1
"be",4147,1
"more",4147,1
"great",4147,1
"than",4147,1
"you",4147,1
"can",4147,1
"know",4147,1
"may",4148,1
"it",4148,1
"be",4148,1
"that",4148,1
"i",4148,1
"see",4148,1
"you",4148,1
"you",4149,1
"can",4149,1
"trust",4149,1
"me",4149,1
"i",4150,1
"am",4150,1
"friend",4150,1
"of",4150,1
"dr",4150,1
"john",4151,1
"seward",4151,1
"and",4151,1
"of",4151,1
"lord",4151,1
"godalming",4151,1
"that",4151,1
"was",4151,1
"arthur",4151,1
"of",4151,1
"miss",4151,1
"lucy",4151,1
"i",4152,1
"must",4152,1
"keep",4152,1
"it",4152,1
"private",4152,1
"for",4152,1
"the",4152,1
"present",4152,1
"from",4152,1
"all",4152,1
"i",4153,1
"should",4153,1
"come",4153,1
"to",4153,1
"exeter",4153,1
"to",4153,1
"see",4153,1
"you",4153,1
"at",4153,1
"once",4153,1
"if",4153,1
"you",4153,1
"tell",4153,1
"me",4153,1
"i",4153,1
"am",4153,1
"privilege",4153,1
"to",4153,1
"come",4153,1
"and",4153,1
"where",4153,1
"and",4153,1
"when",4153,1
"i",4154,1
"implore",4154,1
"your",4154,1
"pardon",4154,1
"madam",4154,1
"i",4155,1
"have",4155,1
"read",4155,1
"your",4155,1
"letters",4155,1
"to",4155,1
"poor",4155,1
"lucy",4155,1
"and",4155,1
"know",4155,1
"how",4155,1
"good",4155,1
"you",4155,1
"are",4155,1
"and",4155,1
"how",4155,1
"your",4155,1
"husband",4155,1
"suffer",4155,1
"so",4155,1
"i",4155,1
"pray",4155,1
"you",4155,1
"if",4155,1
"it",4155,1
"may",4155,1
"be",4155,1
"enlighten",4155,1
"him",4155,1
"not",4155,1
"lest",4155,1
"it",4155,1
"may",4155,1
"harm",4155,1
"again",4156,1
"your",4156,1
"pardon",4156,1
"and",4156,1
"forgive",4156,1
"me",4156,1
"van",4157,1
"helsing",4157,1
"telegram",4158,1
"mrs",4158,1
"harker",4158,1
"to",4158,1
"van",4158,1
"helsing",4158,1
"25",4159,1
"september",4159,1
"come",4160,1
"to-day",4160,1
"by",4160,1
"quarter-past",4160,1
"ten",4160,1
"train",4160,1
"if",4160,1
"you",4160,1
"can",4160,1
"catch",4160,1
"it",4160,1
"can",4161,1
"see",4161,1
"you",4161,1
"any",4161,1
"time",4161,1
"you",4161,1
"call",4161,1
"wilhelmina",4162,1
"harker",4162,1
"mina",4163,1
"harker's",4163,1
"journal",4163,1
"25",4164,1
"september",4164,1
"i",4165,1
"cannot",4165,1
"help",4165,1
"feeling",4165,1
"terribly",4165,1
"excited",4165,1
"as",4165,1
"the",4165,1
"time",4165,1
"draws",4165,1
"near",4165,1
"for",4165,1
"the",4165,1
"visit",4165,1
"of",4165,1
"dr",4165,1
"van",4166,1
"helsing",4166,1
"for",4166,1
"somehow",4166,1
"i",4166,1
"expect",4166,1
"that",4166,1
"it",4166,1
"will",4166,1
"throw",4166,1
"some",4166,1
"light",4166,1
"upon",4166,1
"jonathan's",4166,1
"sad",4166,1
"experience",4166,1
"and",4166,1
"as",4166,1
"he",4166,1
"attended",4166,1
"poor",4166,1
"dear",4166,1
"lucy",4166,1
"in",4166,1
"her",4166,1
"last",4166,1
"illness",4166,1
"he",4166,1
"can",4166,1
"tell",4166,1
"me",4166,1
"all",4166,1
"about",4166,1
"her",4166,1
"that",4167,1
"is",4167,1
"the",4167,1
"reason",4167,1
"of",4167,1
"his",4167,1
"coming",4167,1
"it",4167,1
"is",4167,1
"concerning",4167,1
"lucy",4167,1
"and",4167,1
"her",4167,1
"sleep-walking",4167,1
"and",4167,1
"not",4167,1
"about",4167,1
"jonathan",4167,1
"then",4168,1
"i",4168,1
"shall",4168,1
"never",4168,1
"know",4168,1
"the",4168,1
"real",4168,1
"truth",4168,1
"now",4168,1
"how",4169,1
"silly",4169,1
"i",4169,1
"am",4169,1
"that",4170,1
"awful",4170,1
"journal",4170,1
"gets",4170,1
"hold",4170,1
"of",4170,1
"my",4170,1
"imagination",4170,1
"and",4170,1
"tinges",4170,1
"everything",4170,1
"with",4170,1
"something",4170,1
"of",4170,1
"its",4170,1
"own",4170,1
"colour",4170,1
"of",4171,1
"course",4171,1
"it",4171,1
"is",4171,1
"about",4171,1
"lucy",4171,1
"that",4172,1
"habit",4172,1
"came",4172,1
"back",4172,1
"to",4172,1
"the",4172,1
"poor",4172,1
"dear",4172,1
"and",4172,1
"that",4172,1
"awful",4172,1
"night",4172,1
"on",4172,1
"the",4172,1
"cliff",4172,1
"must",4172,1
"have",4172,1
"made",4172,1
"her",4172,1
"ill",4172,1
"i",4173,1
"had",4173,1
"almost",4173,1
"forgotten",4173,1
"in",4173,1
"my",4173,1
"own",4173,1
"affairs",4173,1
"how",4173,1
"ill",4173,1
"she",4173,1
"was",4173,1
"afterwards",4173,1
"she",4174,1
"must",4174,1
"have",4174,1
"told",4174,1
"him",4174,1
"of",4174,1
"her",4174,1
"sleep-walking",4174,1
"adventure",4174,1
"on",4174,1
"the",4174,1
"cliff",4174,1
"and",4174,1
"that",4174,1
"i",4174,1
"knew",4174,1
"all",4174,1
"about",4174,1
"it",4174,1
"and",4174,1
"now",4174,1
"he",4174,1
"wants",4174,1
"me",4174,1
"to",4174,1
"tell",4174,1
"him",4174,1
"what",4174,1
"she",4174,1
"knows",4174,1
"so",4174,1
"that",4174,1
"he",4174,1
"may",4174,1
"understand",4174,1
"i",4175,1
"hope",4175,1
"i",4175,1
"did",4175,1
"right",4175,1
"in",4175,1
"not",4175,1
"saying",4175,1
"anything",4175,1
"of",4175,1
"it",4175,1
"to",4175,1
"mrs",4175,1
"westenra",4175,1
"i",4175,1
"should",4175,1
"never",4175,1
"forgive",4175,1
"myself",4175,1
"if",4175,1
"any",4175,1
"act",4175,1
"of",4175,1
"mine",4175,1
"were",4175,1
"it",4175,1
"even",4175,1
"a",4175,1
"negative",4175,1
"one",4175,1
"brought",4175,1
"harm",4175,1
"on",4175,1
"poor",4175,1
"dear",4175,1
"lucy",4175,1
"i",4176,1
"hope",4176,1
"too",4176,1
"dr",4176,1
"van",4177,1
"helsing",4177,1
"will",4177,1
"not",4177,1
"blame",4177,1
"me",4177,1
"i",4177,1
"have",4177,1
"had",4177,1
"so",4177,1
"much",4177,1
"trouble",4177,1
"and",4177,1
"anxiety",4177,1
"of",4177,1
"late",4177,1
"that",4177,1
"i",4177,1
"feel",4177,1
"i",4177,1
"cannot",4177,1
"bear",4177,1
"more",4177,1
"just",4177,1
"at",4177,1
"present",4177,1
"i",4178,1
"suppose",4178,1
"a",4178,1
"cry",4178,1
"does",4178,1
"us",4178,1
"all",4178,1
"good",4178,1
"at",4178,1
"times",4178,1
"clears",4178,1
"the",4178,1
"air",4178,1
"as",4178,1
"other",4178,1
"rain",4178,1
"does",4178,1
"perhaps",4179,1
"it",4179,1
"was",4179,1
"reading",4179,1
"the",4179,1
"journal",4179,1
"yesterday",4179,1
"that",4179,1
"upset",4179,1
"me",4179,1
"and",4179,1
"then",4179,1
"jonathan",4179,1
"went",4179,1
"away",4179,1
"this",4179,1
"morning",4179,1
"to",4179,1
"stay",4179,1
"away",4179,1
"from",4179,1
"me",4179,1
"a",4179,1
"whole",4179,1
"day",4179,1
"and",4179,1
"night",4179,1
"the",4179,1
"first",4179,1
"time",4179,1
"we",4179,1
"have",4179,1
"been",4179,1
"parted",4179,1
"since",4179,1
"our",4179,1
"marriage",4179,1
"i",4180,1
"do",4180,1
"hope",4180,1
"the",4180,1
"dear",4180,1
"fellow",4180,1
"will",4180,1
"take",4180,1
"care",4180,1
"of",4180,1
"himself",4180,1
"and",4180,1
"that",4180,1
"nothing",4180,1
"will",4180,1
"occur",4180,1
"to",4180,1
"upset",4180,1
"him",4180,1
"it",4181,1
"is",4181,1
"two",4181,1
"o'clock",4181,1
"and",4181,1
"the",4181,1
"doctor",4181,1
"will",4181,1
"be",4181,1
"here",4181,1
"soon",4181,1
"now",4181,1
"i",4182,1
"shall",4182,1
"say",4182,1
"nothing",4182,1
"of",4182,1
"jonathan's",4182,1
"journal",4182,1
"unless",4182,1
"he",4182,1
"asks",4182,1
"me",4182,1
"i",4183,1
"am",4183,1
"so",4183,1
"glad",4183,1
"i",4183,1
"have",4183,1
"type-written",4183,1
"out",4183,1
"my",4183,1
"own",4183,1
"journal",4183,1
"so",4183,1
"that",4183,1
"in",4183,1
"case",4183,1
"he",4183,1
"asks",4183,1
"about",4183,1
"lucy",4183,1
"i",4183,1
"can",4183,1
"hand",4183,1
"it",4183,1
"to",4183,1
"him",4183,1
"it",4183,1
"will",4183,1
"save",4183,1
"much",4183,1
"questioning",4183,1
"later",4184,1
"he",4185,1
"has",4185,1
"come",4185,1
"and",4185,1
"gone",4185,1
"oh",4186,1
"what",4186,1
"a",4186,1
"strange",4186,1
"meeting",4186,1
"and",4186,1
"how",4186,1
"it",4186,1
"all",4186,1
"makes",4186,1
"my",4186,1
"head",4186,1
"whirl",4186,1
"round",4186,1
"i",4187,1
"feel",4187,1
"like",4187,1
"one",4187,1
"in",4187,1
"a",4187,1
"dream",4187,1
"can",4188,1
"it",4188,1
"be",4188,1
"all",4188,1
"possible",4188,1
"or",4188,1
"even",4188,1
"a",4188,1
"part",4188,1
"of",4188,1
"it",4188,1
"if",4189,1
"i",4189,1
"had",4189,1
"not",4189,1
"read",4189,1
"jonathan's",4189,1
"journal",4189,1
"first",4189,1
"i",4189,1
"should",4189,1
"never",4189,1
"have",4189,1
"accepted",4189,1
"even",4189,1
"a",4189,1
"possibility",4189,1
"poor",4190,1
"poor",4190,1
"dear",4190,1
"jonathan",4190,1
"how",4191,1
"he",4191,1
"must",4191,1
"have",4191,1
"suffered",4191,1
"please",4192,1
"the",4192,1
"good",4192,1
"god",4192,1
"all",4192,1
"this",4192,1
"may",4192,1
"not",4192,1
"upset",4192,1
"him",4192,1
"again",4192,1
"i",4193,1
"shall",4193,1
"try",4193,1
"to",4193,1
"save",4193,1
"him",4193,1
"from",4193,1
"it",4193,1
"but",4193,1
"it",4193,1
"may",4193,1
"be",4193,1
"even",4193,1
"a",4193,1
"consolation",4193,1
"and",4193,1
"a",4193,1
"help",4193,1
"to",4193,1
"him",4193,1
"terrible",4193,1
"though",4193,1
"it",4193,1
"be",4193,1
"and",4193,1
"awful",4193,1
"in",4193,1
"its",4193,1
"consequences",4193,1
"to",4193,1
"know",4193,1
"for",4193,1
"certain",4193,1
"that",4193,1
"his",4193,1
"eyes",4193,1
"and",4193,1
"ears",4193,1
"and",4193,1
"brain",4193,1
"did",4193,1
"not",4193,1
"deceive",4193,1
"him",4193,1
"and",4193,1
"that",4193,1
"it",4193,1
"is",4193,1
"all",4193,1
"true",4193,1
"it",4194,1
"may",4194,1
"be",4194,1
"that",4194,1
"it",4194,1
"is",4194,1
"the",4194,1
"doubt",4194,1
"which",4194,1
"haunts",4194,1
"him",4194,1
"that",4194,1
"when",4194,1
"the",4194,1
"doubt",4194,1
"is",4194,1
"removed",4194,1
"no",4194,1
"matter",4194,1
"which",4194,1
"waking",4194,1
"or",4194,1
"dreaming",4194,1
"may",4194,1
"prove",4194,1
"the",4194,1
"truth",4194,1
"he",4194,1
"will",4194,1
"be",4194,1
"more",4194,1
"satisfied",4194,1
"and",4194,1
"better",4194,1
"able",4194,1
"to",4194,1
"bear",4194,1
"the",4194,1
"shock",4194,1
"dr",4195,1
"van",4196,1
"helsing",4196,1
"must",4196,1
"be",4196,1
"a",4196,1
"good",4196,1
"man",4196,1
"as",4196,1
"well",4196,1
"as",4196,1
"a",4196,1
"clever",4196,1
"one",4196,1
"if",4196,1
"he",4196,1
"is",4196,1
"arthur's",4196,1
"friend",4196,1
"and",4196,1
"dr",4196,1
"seward's",4197,1
"and",4197,1
"if",4197,1
"they",4197,1
"brought",4197,1
"him",4197,1
"all",4197,1
"the",4197,1
"way",4197,1
"from",4197,1
"holland",4197,1
"to",4197,1
"look",4197,1
"after",4197,1
"lucy",4197,1
"i",4198,1
"feel",4198,1
"from",4198,1
"having",4198,1
"seen",4198,1
"him",4198,1
"that",4198,1
"he",4198,1
"is",4198,1
"good",4198,1
"and",4198,1
"kind",4198,1
"and",4198,1
"of",4198,1
"a",4198,1
"noble",4198,1
"nature",4198,1
"when",4199,1
"he",4199,1
"comes",4199,1
"to-morrow",4199,1
"i",4199,1
"shall",4199,1
"ask",4199,1
"him",4199,1
"about",4199,1
"jonathan",4199,1
"and",4199,1
"then",4199,1
"please",4199,1
"god",4199,1
"all",4199,1
"this",4199,1
"sorrow",4199,1
"and",4199,1
"anxiety",4199,1
"may",4199,1
"lead",4199,1
"to",4199,1
"a",4199,1
"good",4199,1
"end",4199,1
"i",4200,1
"used",4200,1
"to",4200,1
"think",4200,1
"i",4200,1
"would",4200,1
"like",4200,1
"to",4200,1
"practise",4200,1
"interviewing",4200,1
"jonathan's",4200,1
"friend",4200,1
"on",4200,1
"the",4200,1
"exeter",4200,1
"news",4200,1
"told",4200,1
"him",4200,1
"that",4200,1
"memory",4200,1
"was",4200,1
"everything",4200,1
"in",4200,1
"such",4200,1
"work",4200,1
"that",4200,1
"you",4200,1
"must",4200,1
"be",4200,1
"able",4200,1
"to",4200,1
"put",4200,1
"down",4200,1
"exactly",4200,1
"almost",4200,1
"every",4200,1
"word",4200,1
"spoken",4200,1
"even",4200,1
"if",4200,1
"you",4200,1
"had",4200,1
"to",4200,1
"refine",4200,1
"some",4200,1
"of",4200,1
"it",4200,1
"afterwards",4200,1
"here",4201,1
"was",4201,1
"a",4201,1
"rare",4201,1
"interview",4201,1
"i",4201,1
"shall",4201,1
"try",4201,1
"to",4201,1
"record",4201,1
"it",4201,1
"verbatim",4201,1
"it",4202,1
"was",4202,1
"half-past",4202,1
"two",4202,1
"o'clock",4202,1
"when",4202,1
"the",4202,1
"knock",4202,1
"came",4202,1
"i",4203,1
"took",4203,1
"my",4203,1
"courage",4203,1
"deux",4203,1
"mains",4203,1
"and",4203,1
"waited",4203,1
"in",4204,1
"a",4204,1
"few",4204,1
"minutes",4204,1
"mary",4204,1
"opened",4204,1
"the",4204,1
"door",4204,1
"and",4204,1
"announced",4204,1
"dr",4204,1
"van",4205,1
"helsing",4205,1
"i",4206,1
"rose",4206,1
"and",4206,1
"bowed",4206,1
"and",4206,1
"he",4206,1
"came",4206,1
"towards",4206,1
"me",4206,1
"a",4206,1
"man",4206,1
"of",4206,1
"medium",4206,1
"weight",4206,1
"strongly",4206,1
"built",4206,1
"with",4206,1
"his",4206,1
"shoulders",4206,1
"set",4206,1
"back",4206,1
"over",4206,1
"a",4206,1
"broad",4206,1
"deep",4206,1
"chest",4206,1
"and",4206,1
"a",4206,1
"neck",4206,1
"well",4206,1
"balanced",4206,1
"on",4206,1
"the",4206,1
"trunk",4206,1
"as",4206,1
"the",4206,1
"head",4206,1
"is",4206,1
"on",4206,1
"the",4206,1
"neck",4206,1
"the",4207,1
"poise",4207,1
"of",4207,1
"the",4207,1
"head",4207,1
"strikes",4207,1
"one",4207,1
"at",4207,1
"once",4207,1
"as",4207,1
"indicative",4207,1
"of",4207,1
"thought",4207,1
"and",4207,1
"power",4207,1
"the",4207,1
"head",4207,1
"is",4207,1
"noble",4207,1
"well-sized",4207,1
"broad",4207,1
"and",4207,1
"large",4207,1
"behind",4207,1
"the",4207,1
"ears",4207,1
"the",4208,1
"face",4208,1
"clean-shaven",4208,1
"shows",4208,1
"a",4208,1
"hard",4208,1
"square",4208,1
"chin",4208,1
"a",4208,1
"large",4208,1
"resolute",4208,1
"mobile",4208,1
"mouth",4208,1
"a",4208,1
"good-sized",4208,1
"nose",4208,1
"rather",4208,1
"straight",4208,1
"but",4208,1
"with",4208,1
"quick",4208,1
"sensitive",4208,1
"nostrils",4208,1
"that",4208,1
"seem",4208,1
"to",4208,1
"broaden",4208,1
"as",4208,1
"the",4208,1
"big",4208,1
"bushy",4208,1
"brows",4208,1
"come",4208,1
"down",4208,1
